timestamp,open,close,high,low
2024-08-01 08:00:00,64328.6,64164.07,,
2024-08-02 08:00:00,64164.07,61662.02,,
2024-08-03 08:00:00,61662.02,60374.0,,
2024-08-04 08:00:00,60374.0,52674.2,,
2024-08-05 08:00:00,52674.2,55998.02,,
2024-08-06 08:00:00,55998.02,56920.91,,
2024-08-07 08:00:00,56920.91,57193.48,,
2024-08-08 08:00:00,57193.48,60863.58,,
2024-08-09 08:00:00,60863.58,60842.01,,
2024-08-10 08:00:00,60842.01,61257.0,,
2024-08-11 08:00:00,61257.0,58674.62,,
2024-08-12 08:00:00,58674.62,59238.05,,
2024-08-13 08:00:00,59238.05,60914.02,,
2024-08-14 08:00:00,60914.02,58060.36,,
2024-08-15 08:00:00,58060.36,58456.99,,
2024-08-16 08:00:00,58456.99,59248.0,,
2024-08-17 08:00:00,59248.0,59573.39,,
2024-08-18 08:00:00,59573.39,58502.19,,
2024-08-19 08:00:00,58502.19,60924.33,,
2024-08-20 08:00:00,60924.33,59711.99,,
2024-08-21 08:00:00,59711.99,60984.31,,
2024-08-22 08:00:00,60984.31,61069.26,,
2024-08-23 08:00:00,61069.26,64315.0,,
2024-08-24 08:00:00,64315.0,63868.27,,
2024-08-25 08:00:00,63868.27,63627.01,,
2024-08-26 08:00:00,63627.01,62902.32,,
2024-08-27 08:00:00,62902.32,58600.98,,
2024-08-28 08:00:00,58600.98,59583.88,,
2024-08-29 08:00:00,59583.88,59271.11,,
2024-08-30 08:00:00,59271.11,59095.01,,
2024-08-31 08:00:00,59095.01,58478.64,,
2024-09-01 08:00:00,58478.64,57548.0,,
2024-09-02 08:00:00,57548.0,59112.01,,
2024-09-03 08:00:00,59112.01,56746.0,,
2024-09-04 08:00:00,56746.0,57155.1,,
2024-09-05 08:00:00,57155.1,55804.28,,
2024-09-06 08:00:00,55804.28,54286.0,,
2024-09-07 08:00:00,54286.0,54436.25,,
2024-09-08 08:00:00,54436.25,54974.01,,
2024-09-09 08:00:00,54974.01,57218.56,,
2024-09-10 08:00:00,57218.56,56712.01,,
2024-09-11 08:00:00,56712.01,58138.15,,
2024-09-12 08:00:00,58138.15,58109.31,,
2024-09-13 08:00:00,58109.31,60138.14,,
2024-09-14 08:00:00,60138.14,60195.99,,
2024-09-15 08:00:00,60195.99,58911.1,,
2024-09-16 08:00:00,58911.1,58695.39,,
2024-09-17 08:00:00,58695.39,60428.01,,
2024-09-18 08:00:00,60428.01,62094.0,,
2024-09-19 08:00:00,62094.0,63524.81,,
2024-09-20 08:00:00,63524.81,63091.02,,
2024-09-21 08:00:00,63091.02,62936.0,,
2024-09-22 08:00:00,62936.0,63548.83,,
2024-09-23 08:00:00,63548.83,63559.93,,
2024-09-24 08:00:00,63559.93,63843.34,,
2024-09-25 08:00:00,63843.34,63852.07,,
2024-09-26 08:00:00,63852.07,65460.02,,
2024-09-27 08:00:00,65460.02,65824.01,,
2024-09-28 08:00:00,65824.01,65477.01,,
2024-09-29 08:00:00,65477.01,64562.01,,
2024-09-30 08:00:00,64562.01,64045.92,,
2024-10-01 08:00:00,64045.92,61727.39,,
2024-10-02 08:00:00,61727.39,60926.0,,
2024-10-03 08:00:00,60926.0,61443.64,,
2024-10-04 08:00:00,61443.64,62076.2,,
2024-10-05 08:00:00,62076.2,61949.01,,
2024-10-06 08:00:00,61949.01,63532.0,,
2024-10-07 08:00:00,63532.0,62319.99,,
2024-10-08 08:00:00,62319.99,62276.79,,
2024-10-09 08:00:00,62276.79,60900.01,,
2024-10-10 08:00:00,60900.01,60674.68,,
2024-10-11 08:00:00,60674.68,62767.57,,
2024-10-12 08:00:00,62767.57,62843.48,,
2024-10-13 08:00:00,62843.48,64620.87,,
2024-10-14 08:00:00,64620.87,65638.74,,
2024-10-15 08:00:00,65638.74,66972.53,,
2024-10-16 08:00:00,66972.53,67303.18,,
2024-10-17 08:00:00,67303.18,67969.69,,
2024-10-18 08:00:00,67969.69,68346.54,,
2024-10-19 08:00:00,68346.54,68378.01,,
2024-10-20 08:00:00,68378.01,68513.99,,
2024-10-21 08:00:00,68513.99,67402.0,,
2024-10-22 08:00:00,67402.0,66852.33,,
2024-10-23 08:00:00,66852.33,67123.09,,
2024-10-24 08:00:00,67123.09,67531.96,,
2024-10-25 08:00:00,67531.96,67007.99,,
2024-10-26 08:00:00,67007.99,67204.0,,
2024-10-27 08:00:00,67204.0,68415.52,,
2024-10-28 08:00:00,68415.52,71017.96,,
2024-10-29 08:00:00,71017.96,72227.99,,
2024-10-30 08:00:00,72227.99,72417.19,,
2024-10-31 08:00:00,72417.19,69273.7,,
2024-11-01 08:00:00,69273.7,69813.91,,
2024-11-02 08:00:00,69813.91,68397.42,,
2024-11-03 08:00:00,68397.42,68618.0,,
2024-11-04 08:00:00,68618.0,68894.0,,
2024-11-05 08:00:00,68894.0,73370.89,,
2024-11-06 08:00:00,73370.89,74757.58,,
2024-11-07 08:00:00,74757.58,76148.49,,
2024-11-08 08:00:00,76148.49,76529.07,,
2024-11-09 08:00:00,76529.07,78832.36,,
2024-11-10 08:00:00,78832.36,81109.11,,
2024-11-11 08:00:00,81109.11,88983.35,,
2024-11-12 08:00:00,88983.35,87356.01,,
2024-11-13 08:00:00,87356.01,90769.42,,
2024-11-14 08:00:00,90769.42,87612.01,,
2024-11-15 08:00:00,87612.01,91117.52,,
2024-11-16 08:00:00,91117.52,90550.8,,
2024-11-17 08:00:00,90550.8,91719.9,,
2024-11-18 08:00:00,91719.9,91620.0,,
2024-11-19 08:00:00,91620.0,92850.38,,
2024-11-20 08:00:00,92850.38,96912.01,,
2024-11-21 08:00:00,96912.01,99173.7,,
2024-11-22 08:00:00,99173.7,98560.84,,
2024-11-23 08:00:00,98560.84,98431.05,,
2024-11-24 08:00:00,98431.05,98047.34,,
2024-11-25 08:00:00,98047.34,93785.72,,
2024-11-26 08:00:00,93785.72,93597.16,,
2024-11-27 08:00:00,93597.16,95299.66,,
2024-11-28 08:00:00,95299.66,95625.05,,
2024-11-29 08:00:00,95625.05,96783.38,,
2024-11-30 08:00:00,96783.38,96472.97,,
2024-12-01 08:00:00,96472.97,95999.99,,
2024-12-02 08:00:00,95999.99,95550.0,,
2024-12-03 08:00:00,95550.0,96588.81,,
2024-12-04 08:00:00,96588.81,102236.1,,
2024-12-05 08:00:00,102236.1,98138.53,,
2024-12-06 08:00:00,98138.53,99405.2,,
2024-12-07 08:00:00,99405.2,99675.11,,
2024-12-08 08:00:00,99675.11,99576.51,,
2024-12-09 08:00:00,99576.51,97196.44,,
2024-12-10 08:00:00,97196.44,97334.59,,
2024-12-11 08:00:00,97334.59,100499.99,,
2024-12-12 08:00:00,100499.99,100130.01,,
2024-12-13 08:00:00,100130.01,101824.0,,
2024-12-14 08:00:00,101824.0,101732.09,,
2024-12-15 08:00:00,101732.09,104992.79,,
2024-12-16 08:00:00,104992.79,106805.75,,
2024-12-17 08:00:00,106805.75,104250.75,,
2024-12-18 08:00:00,104250.75,101656.57,,
2024-12-19 08:00:00,101656.57,97832.52,,
2024-12-20 08:00:00,97832.52,99040.0,,
2024-12-21 08:00:00,99040.0,96210.25,,
2024-12-22 08:00:00,96210.25,95404.01,,
2024-12-23 08:00:00,95404.01,94233.2,,
2024-12-24 08:00:00,94233.2,98084.33,,
2024-12-25 08:00:00,98084.33,97719.99,,
2024-12-26 08:00:00,97719.99,95104.76,,
2024-12-27 08:00:00,95104.76,94381.98,,
2024-12-28 08:00:00,94381.98,95272.05,,
2024-12-29 08:00:00,95272.05,93731.66,,
2024-12-30 08:00:00,93731.66,92860.75,,
2024-12-31 08:00:00,92860.75,93684.11,,
2025-01-01 08:00:00,93684.11,95822.01,,
2025-01-02 08:00:00,95822.01,96304.0,,
2025-01-03 08:00:00,96304.0,98271.87,,
2025-01-04 08:00:00,98271.87,98268.77,,
2025-01-05 08:00:00,98268.77,99318.7,,
2025-01-06 08:00:00,99318.7,101664.81,,
2025-01-07 08:00:00,101664.81,95657.09,,
2025-01-08 08:00:00,95657.09,93221.59,,
2025-01-09 08:00:00,93221.59,94492.62,,
2025-01-10 08:00:00,94492.62,94246.36,,
2025-01-11 08:00:00,94246.36,94323.85,,
2025-01-12 08:00:00,94323.85,93590.24,,
2025-01-13 08:00:00,93590.24,94863.99,,
2025-01-14 08:00:00,94863.99,97301.35,,
2025-01-15 08:00:00,97301.35,99800.0,,
2025-01-16 08:00:00,99800.0,101440.51,,
2025-01-17 08:00:00,101440.51,102821.75,,
2025-01-18 08:00:00,102821.75,105167.11,,
2025-01-19 08:00:00,105167.11,107120.65,,
2025-01-20 08:00:00,107120.65,101989.06,,
2025-01-21 08:00:00,101989.06,105084.77,,
2025-01-22 08:00:00,105084.77,102710.28,,
2025-01-23 08:00:00,102710.28,105046.79,,
2025-01-24 08:00:00,105046.79,104385.99,,
2025-01-25 08:00:00,104385.99,104998.36,,
2025-01-26 08:00:00,104998.36,99048.01,,
2025-01-27 08:00:00,99048.01,102789.72,,
2025-01-28 08:00:00,102789.72,102755.81,,
2025-01-29 08:00:00,102755.81,105132.07,,
2025-01-30 08:00:00,105132.07,104188.57,,
2025-01-31 08:00:00,104188.57,102166.49,,
2025-02-01 08:00:00,102166.49,99643.3,,
2025-02-02 08:00:00,99643.3,95333.01,,
2025-02-03 08:00:00,95333.01,98448.01,,
2025-02-04 08:00:00,98448.01,97864.43,,
